sku,nombre,marca,costo,categoria,URL de la Imagen
XPTC3,Alfombra New Patch 120 x 180 cm,Thermofoam,48.36,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/210601-300-300?v=638410929136330000&width=300&height=300&aspect=true
G0SKL,Alfombra Flower 120 x 180 cm,Thermofoam,20.5465,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/210599-300-300?v=638410929130530000&width=300&height=300&aspect=true
7KRA2,Alfombra Kabul 120 x 180 cm,Thermofoam,25.3825,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/210605-300-300?v=638410929147730000&width=300&height=300&aspect=true
ZG2Y2,Alfombra Pica Izmir 120 x 180 cm,Thermofoam,42.8766,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/210607-300-300?v=638410929154570000&width=300&height=300&aspect=true
YFEJT,Alfombra Vintage Rust 120 x 180 cm,Thermofoam,63.0461,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/210598-300-300?v=638410929127200000&width=300&height=300&aspect=true
3GR19,Adhesivo Cerámico Pasta Sikaceram 300 Extra Muro 15 Kg,Sika,16.9611,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/196214-300-300?v=638192458303400000&width=300&height=300&aspect=true
IR00P,Adhesivo Cerámico Pasta Sikaceram 300 Extra Muro 6 Kg,Sika,63.0994,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/196213-300-300?v=638192458282200000&width=300&height=300&aspect=true
4UH93,Adhesivo Cerámico Pasta Sikaceram 300 Extra Muro 1 Kg,Sika,55.081,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/196212-300-300?v=638192458254000000&width=300&height=300&aspect=true
MQ7OM,Listel Desayuno 8 x 35 cm 1 m 3 un,Decoralia,31.5081,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/209215-300-300?v=638342768065600000&width=300&height=300&aspect=true
CO2BL,Fragüe Fluido Grey-Garza 1 kg,Cadina,37.5206,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208782-300-300?v=638301245368400000&width=300&height=300&aspect=true
L2KD7,Fragüe Fluido Almond 5 kg,Cadina,10.7146,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208789-300-300?v=638301245667600000&width=300&height=300&aspect=true
0FN4J,Fragüe Fluido 1 kg Negro,Cadina,52.6331,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208786-300-300?v=638301245538970000&width=300&height=300&aspect=true
XN5ES,Fragüe Fluido Grey-Garza Sikaceram-610 1 kg,Sika,10.4767,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208843-300-300?v=638301246666470000&width=300&height=300&aspect=true
KDU9A,Malla Mosaico 30 x 30 cm Cuadrada Negro,Decoralia,24.8859,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208910-300-300?v=638301248041300000&width=300&height=300&aspect=true
4JUT7,Fragüe Fluido Mendoza Sikaceram-610 1 kg,Sika,9.8592,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208863-300-300?v=638301246888100000&width=300&height=300&aspect=true
MU5EF,Fragüe Fluido Mendoza 5 kg,Cadina,58.8081,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208799-300-300?v=638301246045270000&width=300&height=300&aspect=true
5UO9C,Ventosa Doble,Torrews,61.9398,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208174-300-300?v=638289248418200000&width=300&height=300&aspect=true
CEGXX,Fragüe Fluido Barquillo 1 kg,Cadina,33.6271,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208776-300-300?v=638301245122130000&width=300&height=300&aspect=true
IKY82,Fragüe Fluido Barquillo 5 kg,Cadina,51.0809,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208791-300-300?v=638301245754570000&width=300&height=300&aspect=true
253GU,Guía Compensación 12 x 46 mm 1 m Gris Ceniza,Maforsa,29.3293,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207804-300-300?v=638289239933400000&width=300&height=300&aspect=true
UYB3X,Listel Cocina Allegra 8 x 25 cm 1 m 4 un,Decoralia,52.1703,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208890-300-300?v=638301247359930000&width=300&height=300&aspect=true
G7LYT,Listel Velero 8 x 25 cm 1 m 4 un,Decoralia,15.8886,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208904-300-300?v=638301247865400000&width=300&height=300&aspect=true
DMEYD,Listel Sicilia 8 x 35 cm 1 m 3 un,Decoralia,63.0786,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208936-300-300?v=638301248908770000&width=300&height=300&aspect=true
C35CP,Malla Mosaico 30 x 30 cm Piedra Gris Y Plata,Decoralia,26.5291,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208914-300-300?v=638301248135830000&width=300&height=300&aspect=true
QHC3L,Listel Alemania Ambar 8 x 25 cm 1 m 4 un,Decoralia,54.6624,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208885-300-300?v=638301247170600000&width=300&height=300&aspect=true
MWZWJ,Fragüe Fluido Almond 1 kg,Cadina,19.3024,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208775-300-300?v=638301245086100000&width=300&height=300&aspect=true
B4LMR,Fragüe Fluido Tacora 1 kg,Cadina,26.143,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208788-300-300?v=638301245623730000&width=300&height=300&aspect=true
DHNIQ,Llana Profesional 8 x 8 mm,Torrews,52.4186,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207977-300-300?v=638289244945200000&width=300&height=300&aspect=true
29PWP,Malla Mosaico 30 x 30 cm Vidrio Rectangular Azul,Decoralia,35.3093,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208922-300-300?v=638301248368070000&width=300&height=300&aspect=true
Z09TS,Fragüe Fluido Sikaceram-610 5 kg Negro,Sika,41.9003,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208878-300-300?v=638301247060600000&width=300&height=300&aspect=true
46RU3,Fragüe Fluido Mendoza Sikaceram-610 5 kg,Sika,21.658,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208868-300-300?v=638301246943830000&width=300&height=300&aspect=true
JAKLX,Fragüe Fluido Quilicura 1 kg,Cadina,32.8991,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208787-300-300?v=638301245577730000&width=300&height=300&aspect=true
70LCN,Repuesto Vástago 8 mm,Torrews,63.375,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205222-300-300?v=638271320377400000&width=300&height=300&aspect=true
W5IM0,Fragüe Fluido Murato 5 kg Azul,Parex,22.1845,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208790-300-300?v=638301245711100000&width=300&height=300&aspect=true
2P6CD,Malla Mosaico 30 x 30 cm Piedra Bicolor,Decoralia,52.6188,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208915-300-300?v=638301248178570000&width=300&height=300&aspect=true
DKUHP,Fragüe Fluido Bio Bio 5 kg,Cadina,52.6136,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208792-300-300?v=638301245799230000&width=300&height=300&aspect=true
I6X1W,Fragüe Fluido Mendoza 1 kg,Cadina,64.91029999999999,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208784-300-300?v=638301245454600000&width=300&height=300&aspect=true
H0IIJ,Malla Mosaico 30 x 30 cm Vidrio Cuadrado Océano,Decoralia,54.8873,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208920-300-300?v=638301248319730000&width=300&height=300&aspect=true
9M7S1,Malla Mosaico 30 x 30 cm Piedra Óxido,Decoralia,42.3761,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208916-300-300?v=638301248223200000&width=300&height=300&aspect=true
OC0CT,Malla Mosaico 30 x 30 cm Vidrio Rectangular Blanco Y Negro,Decoralia,49.5183,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208923-300-300?v=638301248410970000&width=300&height=300&aspect=true
GA0VE,Fragüe Fluido Bio Bío 1 kg,Cadina,45.3713,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208777-300-300?v=638301245163730000&width=300&height=300&aspect=true
1JCJF,Malla Mosaico 30 x 30 cm Cuadrada Juquei,Decoralia,43.94,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208909-300-300?v=638301247999030000&width=300&height=300&aspect=true
DBL97,Listel Rodas 5 x 26 cm 1 m 4 un,Decoralia,32.9407,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208933-300-300?v=638301248783230000&width=300&height=300&aspect=true
XW6B7,Malla Mosaico 30 x 30 cm Cuadrado Beige Y Café,Decoralia,42.9481,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208907-300-300?v=638301247951070000&width=300&height=300&aspect=true
2LSD8,Listel Repostería 8 x 35 cm 1 m 3 un,Decoralia,46.371,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208932-300-300?v=638301248738230000&width=300&height=300&aspect=true
SCKG5,Listel Acuario 8 x 25 cm 1 m 4 un,Decoralia,19.2127,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208925-300-300?v=638301248452770000&width=300&height=300&aspect=true
N9IHX,Listel Mix Huerto 8 x 35 cm 1 m 3 un,Decoralia,45.656,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208929-300-300?v=638301248616370000&width=300&height=300&aspect=true
5U3O3,Malla Mosaico 30 x 30 cm Cuadrada Rojo,Decoralia,17.488899999999997,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208912-300-300?v=638301248087630000&width=300&height=300&aspect=true
0NO8H,Cortadora de Porcelanato TOR900A 90 cm,Torrews,53.3325,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197433-300-300?v=638195235132900000&width=300&height=300&aspect=true
8Y1IS,Repuesto Vástago 6 mm,Torrews,47.2719,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205221-300-300?v=638271320357900000&width=300&height=300&aspect=true
FFZCO,Listel Carol Azul 5 x 26 cm 1 m 3 un,Decoralia,38.2044,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205213-300-300?v=638271320234230000&width=300&height=300&aspect=true
SFJZJ,Guía compensación 12 x 46 mm 1 m Nogal Walnut,Maforsa,11.765,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/194875-300-300?v=638182124337400000&width=300&height=300&aspect=true
IE8I7,Guía transición 12 x 45 mm 1 m Cedro,Maforsa,46.3255,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/194877-300-300?v=638182124389830000&width=300&height=300&aspect=true
KNPND,Fraguador Profesional 24 x 10 cm,F3C,7.419099999999999,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197401-300-300?v=638195219215830000&width=300&height=300&aspect=true
4UUYU,Guía transición 12 x 45 mm 1 m Nogal Walnut,Maforsa,50.8521,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/194879-300-300?v=638182124441900000&width=300&height=300&aspect=true
C6TUU,Guía compensación 12 x 46 mm 1 m Cedro,Maforsa,57.3274,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/194873-300-300?v=638182124282900000&width=300&height=300&aspect=true
FYU43,Guía compensación 12 x 46 mm 1 m Abedul,Maforsa,22.7162,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/194872-300-300?v=638182124258000000&width=300&height=300&aspect=true
9BJQ4,Mosaico 21 x 21 cm Provenzal,Decoralia,16.6972,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197372-300-300?v=638195214436970000&width=300&height=300&aspect=true
4QX1N,Mosaico 20 x 20 cm Drinks Wine,Decoralia,8.5384,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197366-300-300?v=638195214203800000&width=300&height=300&aspect=true
IYZIU,Tenaza Sistema de nivelación,F3C,36.062,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197413-300-300?v=638195219541670000&width=300&height=300&aspect=true
55NGZ,Mosaico 21 x 21 cm Geométrico,Decoralia,26.1378,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197369-300-300?v=638195214319630000&width=300&height=300&aspect=true
48VE2,Mosaico 20 x 20 cm Drinks Beer,Decoralia,58.3622,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197365-300-300?v=638195214159830000&width=300&height=300&aspect=true
MO738,Mosaico 20 x 20 cm Food Steak,Decoralia,18.8123,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197368-300-300?v=638195214281800000&width=300&height=300&aspect=true
XDD3I,Mosaico 20 x 20 cm Antica Negro,Decoralia,31.5536,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197364-300-300?v=638195214119470000&width=300&height=300&aspect=true
EOPCC,Fragüe Acrílico Sikaceram-710 300 ml Gris Capri,Sika,12.7738,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/196219-300-300?v=638192458433500000&width=300&height=300&aspect=true
DPM78,Listel Sevilla 8 x 35 cm 1 m 3 un,Decoralia,14.7992,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208935-300-300?v=638301248869100000&width=300&height=300&aspect=true
73T44,Mosaico 20 x 20 cm Food Hamburg,Decoralia,20.6804,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/197367-300-300?v=638195214243200000&width=300&height=300&aspect=true
